"grid"	"year"	"month"	"day"	"L"	"L2"	"L3"	"nuSpecies"	"visit"	"y"	"siteIndex"	"yearIndex"	"bio1"	"bio5"	"bio6"	"Forest"	"Open"	"Bottom"	"Top"	"PrefOpen"	"PrefClosed"	"Agriculture"	"Habitat"	"ID_0"	"ISO"	"NAME_0"	"ID_1"	"NAME_1"	"ID_2"	"NAME_2"	"TYPE_2"	"ENGTYPE_2"	"NL_NAME_2"	"VARNAME_2"	"adm"	"adm2"	"tree_line_position"	"alpine_habitat1"	"alpine_habitat2"	"alpine_habitat3"	"alpine_habitat4"	"High"	"admN"	"admN2"	"site"	"siteyearIndex"	"samplingDays"	"Effort"	"species"	"nuVisits"	"nuObs"	"x"
64506	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	7984	1	-43.0675	150.43	-233.14	0	227	0	2	0	0	0	"Open"	"169"	"NOR"	"Norway"	"15"	"Sogn og Fjordane"	"342"	"Aurland"	"Kommuner"	"Municipality"	NA	NA	"Sogn og Fjordane"	"Aurland"	-424.96640951843	0	0	0.8	0.2	0	15	31	"15-31-64506"	7984	0	0	0	1	0	417014.402750693
64507	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	7985	1	-35.5494791666667	161.7109375	-227.479166666667	0	275	0	93	57	0	0	"Open"	"169"	"NOR"	"Norway"	"15"	"Sogn og Fjordane"	"342"	"Aurland"	"Kommuner"	"Municipality"	NA	NA	"Sogn og Fjordane"	"Aurland"	-222.58853771973	0	0.48	0.52	0	0	15	31	"15-31-64507"	7985	0	0	0	12	0	422014.402750693
64508	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	7986	1	-44.175	155.7225	-237.6375	0	251	0	4	3	0	0	"Open"	"169"	"NOR"	"Norway"	"15"	"Sogn og Fjordane"	"342"	"Aurland"	"Kommuner"	"Municipality"	NA	NA	"Sogn og Fjordane"	"Aurland"	-369.11301070557	0	0	0.96	0.04	0	15	31	"15-31-64508"	7986	0	0	0	1	0	427014.402750693
64509	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	7987	1	-44.9025	152.6625	-242.03	0	237	0	0	0	0	0	"Open"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"67"	"Hol"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Hol"	-401.90844772644	0	0	0.96	0.04	0	4	145	"4-145-64509"	7987	0	0	0	1	0	432014.402750693
64510	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	7988	1	-37.9725	159.9325	-237.795	0	259	0	9	6	0	0	"Open"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"67"	"Hol"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Hol"	-419.09022749329	0	0	0.92	0.08	0	4	145	"4-145-64510"	7988	0	0	0	1	0	437014.402750693
64511	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	7989	1	-27.15	169.5325	-235.7725	0	261	0	85	83	0	0	"Open"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"67"	"Hol"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Hol"	-193.91149498291	0	0.6	0.4	0	0	4	145	"4-145-64511"	7989	0	0	1	1	1	442014.402750693
64512	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	7990	1	-20.8925	175.9875	-238.4525	0	119	0	68	106	0	0	"Open"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"60"	"Ål"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Ål"	9.425750354	0	1	0	0	0	4	9	"4-9-64512"	7990	0	0	0	4	0	447014.402750693
64513	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	7991	1	-29.0175	175.6175	-234.2475	0	276	0	44	88	0	0	"Open"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"60"	"Ål"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Ål"	-284.30484471741	0	0.44	0.4	0.16	0	4	9	"4-9-64513"	7991	0	0	1	5	1	452014.402750693
64515	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	7992	1	-29.9375	172.5125	-233.1225	0	271	0	25	13	0	0	"Open"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"60"	"Ål"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Ål"	-436.37914249268	0	0.24	0.6	0.16	0	4	9	"4-9-64515"	7992	0	0	0	3	0	462014.402750693
64516	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	7993	1	-24.08	175.3475	-231.64	0	283	1	123	131	0	1	"Open"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"60"	"Ål"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Ål"	-187.23518281555	0	0.68	0.32	0	0	4	9	"4-9-64516"	7993	0	0	1	9	2	467014.402750693
64517	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	7994	1	-20.8325	178.03	-229.31	0	264	0	62	107	0	0	"Open"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"60"	"Ål"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Ål"	-211.65208470459	0	0.76	0.24	0	0	4	9	"4-9-64517"	7994	0	0	0	3	0	472014.402750693
64518	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	7995	1	-16.6075	177.5975	-228.845	0	269	0	75	112	0	0	"Open"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"60"	"Ål"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Ål"	-110.30252229309	0	0.88	0.12	0	0	4	9	"4-9-64518"	7995	0	0	1	6	2	477014.402750693
64519	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	7996	1	-9.1525	178.34	-231.26	116	170	0	82	97	14	0	"Open"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"65"	"Hemsedal"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Hemsedal"	69.45261491394	0.4	0.6	0	0	0	4	139	"4-139-64519"	7996	0	0	0	50	0	482014.402750693
64520	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	7997	1	-0.1825	185.8175	-224.0625	265	20	0	8	9	32	0	"Forest"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"64"	"Gol"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Gol"	443.576274623108	1	0	0	0	0	4	113	"4-113-64520"	7997	0	0	0	163	0	487014.402750693
64521	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	7998	1	-4.005	183.5975	-225.485	241	29	0	19	21	12	0	"Forest"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"64"	"Gol"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Gol"	341.669792245483	0.958333333333333	0.0416666666666667	0	0	0	4	113	"4-113-64521"	7998	0	0	0	15	0	492014.402750693
64522	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	7999	1	-9.87760416666667	181.622395833333	-234.6484375	200	84	0	46	52	44	0	"Forest"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"64"	"Gol"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Gol"	217.523707606506	0.92	0.08	0	0	0	4	113	"4-113-64522"	7999	0	0	0	25	0	497014.402750693
64523	2007	5	28	2	2	1	69	"2007-5-28-64523"	6738021.13526258	8000	1	-13.16	179.1	-247.46	161	123	0	8	25	55	0	"Forest"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"64"	"Gol"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Gol"	264.356562870789	1	0	0	0	0	4	113	"4-113-64523"	8000	1	0.0289855072463768	1	100	1	502014.402750693
64524	2007	7	23	2	2	1	51	"2007-7-23-64524"	6738021.13526258	8001	1	-14.4925	172.04	-238.06	190	79	0	28	34	45	0	"Forest"	"169"	"NOR"	"Norway"	"4"	"Buskerud"	"64"	"Gol"	"Kommuner"	"Municipality"	NA	NA	"Buskerud"	"Gol"	176.883932728577	0.92	0.08	0	0	0	4	113	"4-113-64524"	8001	1	0.0392156862745098	1	61	1	507014.402750693
64525	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	8002	1	-13.855	174.57	-235.47	86	195	0	172	160	35	0	"Top"	"169"	"NOR"	"Norway"	"11"	"Oppland"	"275"	"Nord-Aurdal"	"Kommuner"	"Municipality"	NA	NA	"Oppland"	"Nord-Aurdal"	-0.0892426513698865	0.4	0.6	0	0	0	11	243	"11-243-64525"	8002	0	0	1	7	2	512014.402750693
64526	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	8003	1	-10.24	177.135	-233.8525	59	224	0	191	195	20	0	"Top"	"169"	"NOR"	"Norway"	"11"	"Oppland"	"280"	"Sør-Aurdal"	"Kommuner"	"Municipality"	NA	NA	"Oppland"	"Sør-Aurdal"	40.34095706177	0.56	0.44	0	0	0	11	294	"11-294-64526"	8003	0	0	0	1	0	517014.402750693
64527	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	8004	1	-7.3125	177.8575	-228.18	93	179	0	154	155	23	0	"Top"	"169"	"NOR"	"Norway"	"11"	"Oppland"	"280"	"Sør-Aurdal"	"Kommuner"	"Municipality"	NA	NA	"Oppland"	"Sør-Aurdal"	85.16412983246	0.52	0.48	0	0	0	11	294	"11-294-64527"	8004	0	0	0	12	0	522014.402750693
64528	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	8005	1	-4.1275	178.7025	-225.0175	198	89	0	29	39	43	0	"Forest"	"169"	"NOR"	"Norway"	"11"	"Oppland"	"280"	"Sør-Aurdal"	"Kommuner"	"Municipality"	NA	NA	"Oppland"	"Sør-Aurdal"	251.307792396545	1	0	0	0	0	11	294	"11-294-64528"	8005	0	0	1	92	5	527014.402750693
64529	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	8006	1	7.6025	187.835	-210.5625	250	38	0	7	10	17	0	"Forest"	"169"	"NOR"	"Norway"	"11"	"Oppland"	"280"	"Sør-Aurdal"	"Kommuner"	"Municipality"	NA	NA	"Oppland"	"Sør-Aurdal"	532.954782402802	1	0	0	0	0	11	294	"11-294-64529"	8006	0	0	0	21	0	532014.402750693
64530	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	8007	1	14.1575	195.545	-204.45	243	29	0	14	16	9	0	"Forest"	"169"	"NOR"	"Norway"	"11"	"Oppland"	"280"	"Sør-Aurdal"	"Kommuner"	"Municipality"	NA	NA	"Oppland"	"Sør-Aurdal"	603.53935506134	1	0	0	0	0	11	294	"11-294-64530"	8007	0	0	0	12	0	537014.402750693
64532	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	8009	1	4.9	184.655	-212.985	255	1	0	0	0	24	0	"Forest"	"169"	"NOR"	"Norway"	"11"	"Oppland"	"277"	"Nordre Land"	"Kommuner"	"Municipality"	NA	NA	"Oppland"	"Nordre Land"	299.281707507324	1	0	0	0	0	11	248	"11-248-64532"	8009	0	0	0	4	0	547014.402750693
64535	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	8012	1	13.105	190.0875	-209.1525	248	15	3	4	4	2	3	"Forest"	"169"	"NOR"	"Norway"	"11"	"Oppland"	"279"	"Søndre Land"	"Kommuner"	"Municipality"	NA	NA	"Oppland"	"Søndre Land"	438.886434964752	1	0	0	0	0	11	293	"11-293-64535"	8012	0	0	0	50	0	562014.402750693
64536	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	8013	1	21.4270833333333	197.588541666667	-208.7421875	144	8	51	7	8	2	50	"Forest"	"169"	"NOR"	"Norway"	"11"	"Oppland"	"279"	"Søndre Land"	"Kommuner"	"Municipality"	NA	NA	"Oppland"	"Søndre Land"	770.829907558441	1	0	0	0	0	11	293	"11-293-64536"	8013	0	0	0	161	0	567014.402750693
64537	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	8014	1	15.86	193.6975	-206.6375	234	4	46	3	4	3	46	"Forest"	"169"	"NOR"	"Norway"	"11"	"Oppland"	"279"	"Søndre Land"	"Kommuner"	"Municipality"	NA	NA	"Oppland"	"Søndre Land"	517.44276266861	1	0	0	0	0	11	293	"11-293-64537"	8014	0	0	0	16	0	572014.402750693
64538	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	8015	1	10.265	188.7725	-212.3975	243	20	13	0	0	9	13	"Forest"	"169"	"NOR"	"Norway"	"11"	"Oppland"	"268"	"Gjøvik"	"Kommuner"	"Municipality"	NA	NA	"Oppland"	"Gjøvik"	471.931355127716	1	0	0	0	0	11	107	"11-107-64538"	8015	0	0	0	44	0	577014.402750693
64539	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	8016	1	12.775	188.4175	-209.9475	235	9	4	0	0	12	4	"Forest"	"169"	"NOR"	"Norway"	"11"	"Oppland"	"268"	"Gjøvik"	"Kommuner"	"Municipality"	NA	NA	"Oppland"	"Gjøvik"	507.077210125732	1	0	0	0	0	11	107	"11-107-64539"	8016	0	0	0	16	0	582014.402750693
64540	2007	5	17	1	1	1	93	"2007-5-17-64540"	6738021.13526258	8017	1	20.06	196.4025	-208.83	225	3	57	1	1	23	45	"Forest"	"169"	"NOR"	"Norway"	"11"	"Oppland"	"268"	"Gjøvik"	"Kommuner"	"Municipality"	NA	NA	"Oppland"	"Gjøvik"	612.531787480927	1	0	0	0	0	11	107	"11-107-64540"	8017	4	0.010752688172043	0	141	0	587014.402750693
64541	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	8018	1	25.3725	201.7375	-204.9575	106	11	126	5	4	13	74	"Forest"	"169"	"NOR"	"Norway"	"11"	"Oppland"	"268"	"Gjøvik"	"Kommuner"	"Municipality"	NA	NA	"Oppland"	"Gjøvik"	681.183952518082	1	0	0	0	0	11	107	"11-107-64541"	8018	0	0	0	88	0	592014.402750693
64542	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	8019	1	34.9125	194.43	-191.55	23	1	71	0	0	2	69	"Forest"	"169"	"NOR"	"Norway"	"6"	"Hedmark"	"113"	"Ringsaker"	"Kommuner"	"Municipality"	NA	NA	"Hedmark"	"Ringsaker"	769.739155986977	1	0	0	0	0	6	284	"6-284-64542"	8019	0	0	0	119	0	597014.402750693
64543	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	8020	1	37.7275	198.1525	-190.045	15	0	118	0	0	3	118	"Forest"	"169"	"NOR"	"Norway"	"6"	"Hedmark"	"113"	"Ringsaker"	"Kommuner"	"Municipality"	NA	NA	"Hedmark"	"Ringsaker"	740.18916364193	1	0	0	0	0	6	284	"6-284-64543"	8020	0	0	0	14	0	602014.402750693
64544	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	8021	1	37.415	200.3675	-191.0975	12	3	150	1	2	1	148	"Forest"	"169"	"NOR"	"Norway"	"6"	"Hedmark"	"113"	"Ringsaker"	"Kommuner"	"Municipality"	NA	NA	"Hedmark"	"Ringsaker"	720.282644478989	1	0	0	0	0	6	284	"6-284-64544"	8021	0	0	0	91	0	607014.402750693
64545	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	8022	1	39.8375	200.6275	-190.0925	3	0	48	0	0	0	41	"Forest"	"169"	"NOR"	"Norway"	"6"	"Hedmark"	"115"	"Stange"	"Kommuner"	"Municipality"	NA	NA	"Hedmark"	"Stange"	730.929998474121	1	0	0	0	0	6	337	"6-337-64545"	8022	0	0	0	316	0	612014.402750693
64546	2007	6	3	1	1	1	137	"2007-6-3-64546"	6738021.13526258	8023	1	32.295	214.0025	-209.71	18	1	269	1	1	3	250	"Forest"	"169"	"NOR"	"Norway"	"6"	"Hedmark"	"115"	"Stange"	"Kommuner"	"Municipality"	NA	NA	"Hedmark"	"Stange"	663.860144979858	1	0	0	0	0	6	337	"6-337-64546"	8023	6	0.0072992700729927	0	530	0	617014.402750693
64547	2007	9	28	3	3	1	194	"2007-9-28-64547"	6738021.13526258	8024	1	26.5975	211.8525	-221.455	18	3	268	1	1	1	260	"Forest"	"169"	"NOR"	"Norway"	"6"	"Hedmark"	"115"	"Stange"	"Kommuner"	"Municipality"	NA	NA	"Hedmark"	"Stange"	689.521352538681	1	0	0	0	0	6	337	"6-337-64547"	8024	52	0.0154639175257732	0	1173	0	622014.402750693
64548	2007	7	24	1	1	1	34	"2007-7-24-64548"	6738021.13526258	8025	1	24.5989583333333	204.552083333333	-218.8125	208	1	61	0	1	6	56	"Forest"	"169"	"NOR"	"Norway"	"6"	"Hedmark"	"115"	"Stange"	"Kommuner"	"Municipality"	NA	NA	"Hedmark"	"Stange"	620.211434980011	1	0	0	0	0	6	337	"6-337-64548"	8025	1	0.0294117647058824	0	38	0	627014.402750693
64549	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	8026	1	21.8825	199.8825	-215.215	269	0	11	0	0	8	11	"Forest"	"169"	"NOR"	"Norway"	"6"	"Hedmark"	"109"	"Løten"	"Kommuner"	"Municipality"	NA	NA	"Hedmark"	"Løten"	547.431840060425	1	0	0	0	0	6	182	"6-182-64549"	8026	0	0	0	29	0	632014.402750693
64550	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	8027	1	21.7525	199.095	-215.4825	262	0	19	0	0	3	19	"Forest"	"169"	"NOR"	"Norway"	"6"	"Hedmark"	"109"	"Løten"	"Kommuner"	"Municipality"	NA	NA	"Hedmark"	"Løten"	559.775487597656	1	0	0	0	0	6	182	"6-182-64550"	8027	0	0	0	30	0	637014.402750693
64551	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	8028	1	21.125	198.2025	-213.185	246	1	5	0	0	4	5	"Forest"	"169"	"NOR"	"Norway"	"6"	"Hedmark"	"109"	"Løten"	"Kommuner"	"Municipality"	NA	NA	"Hedmark"	"Løten"	468.819829945374	1	0	0	0	0	6	182	"6-182-64551"	8028	0	0	0	6	0	642014.402750693
64552	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	8029	1	22.49	200.625	-216.9275	251	4	24	1	1	3	24	"Forest"	"169"	"NOR"	"Norway"	"6"	"Hedmark"	"103"	"Elverum"	"Kommuner"	"Municipality"	NA	NA	"Hedmark"	"Elverum"	539.922499961472	1	0	0	0	0	6	71	"6-71-64552"	8029	0	0	0	2	0	647014.402750693
64553	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	8030	1	24.5425	204.975	-225.4875	161	1	94	1	0	1	93	"Forest"	"169"	"NOR"	"Norway"	"6"	"Hedmark"	"120"	"Våler"	"Kommuner"	"Municipality"	NA	NA	"Hedmark"	"Våler"	637.685399987412	1	0	0	0	0	6	384	"6-384-64553"	8030	0	0	0	25	0	652014.402750693
64554	2007	5	17	3	3	1	74	"2007-5-17-64554"	6738021.13526258	8031	1	22.995	203.6825	-223.5625	191	5	65	0	1	0	65	"Forest"	"169"	"NOR"	"Norway"	"6"	"Hedmark"	"120"	"Våler"	"Kommuner"	"Municipality"	NA	NA	"Hedmark"	"Våler"	623.593020009995	1	0	0	0	0	6	384	"6-384-64554"	8031	1	0.0405405405405405	0	78	0	657014.402750693
64557	2007	5	6	1	1	1	27	"2007-5-6-64557"	6738021.13526258	8034	1	17.28	202.53	-220.2775	239	3	0	0	1	2	0	"Forest"	"169"	"NOR"	"Norway"	"6"	"Hedmark"	"100"	"Åsnes"	"Kommuner"	"Municipality"	NA	NA	"Hedmark"	"Åsnes"	492.590707395172	1	0	0	0	0	6	15	"6-15-64557"	8034	1	0.037037037037037	0	15	0	672014.402750693
64558	2007	4	21	3	3	1	20	"2007-4-21-64558"	6738021.13526258	8035	1	17.45	205.5075	-232.01	258	5	1	0	2	0	1	"Forest"	"169"	"NOR"	"Norway"	"6"	"Hedmark"	"100"	"Åsnes"	"Kommuner"	"Municipality"	NA	NA	"Hedmark"	"Åsnes"	556.086847636414	1	0	0	0	0	6	15	"6-15-64558"	8035	1	0.15	0	12	0	677014.402750693
64559	2007	NA	NA	NA	NA	NA	NA	NA	6738021.13526258	8036	1	15.2525	208.61	-242.66	239	6	3	0	4	1	3	"Forest"	"169"	"NOR"	"Norway"	"6"	"Hedmark"	"100"	"Åsnes"	"Kommuner"	"Municipality"	NA	NA	"Hedmark"	"Åsnes"	620.344507500839	1	0	0	0	0	6	15	"6-15-64559"	8036	0	0	0	11	0	682014.402750693
64716	2007	6	7	1	1	1	81	"2007-6-7-64716"	6733021.13526258	8037	1	63.4775	196.2325	-66.29	57	168	0	140	140	3	0	"Open"	"169"	"NOR"	"Norway"	"7"	"Hordaland"	"145"	"Radøy"	"Kommuner"	"Municipality"	NA	NA	"Hordaland"	"Radøy"	249.412751340004	1	0	0	0	0	7	272	"7-272-64716"	8037	1	0.0123456790123457	0	118	0	282014.402750693
64717	2007	5	2	1	1	1	107	"2007-5-2-64717"	6733021.13526258	8038	1	62.325	191.6875	-61.09	61	110	0	105	106	16	0	"Open"	"169"	"NOR"	"Norway"	"7"	"Hordaland"	"137"	"Lindås"	"Kommuner"	"Municipality"	NA	NA	"Hordaland"	"Lindås"	309.622951025142	1	0	0	0	0	7	197	"7-197-64717"	8038	3	0.00934579439252336	0	264	0	287014.402750693
64721	2007	NA	NA	NA	NA	NA	NA	NA	6733021.13526258	8039	1	47.7125	203.695	-88.7325	33	178	0	95	72	15	0	"Open"	"169"	"NOR"	"Norway"	"7"	"Hordaland"	"137"	"Lindås"	"Kommuner"	"Municipality"	NA	NA	"Hordaland"	"Lindås"	153.826434848785	0.56	0.44	0	0	0	7	197	"7-197-64721"	8039	0	0	0	24	0	307014.402750693
64722	2007	NA	NA	NA	NA	NA	NA	NA	6733021.13526258	8040	1	42.7225	203.705	-101.1175	104	88	0	47	41	31	0	"Forest"	"169"	"NOR"	"Norway"	"7"	"Hordaland"	"137"	"Lindås"	"Kommuner"	"Municipality"	NA	NA	"Hordaland"	"Lindås"	271.840391443045	0.75	0.25	0	0	0	7	197	"7-197-64722"	8040	0	0	0	1	0	312014.402750693
64723	2007	NA	NA	NA	NA	NA	NA	NA	6733021.13526258	8041	1	48.405	199.1225	-94.8575	145	8	0	4	4	17	0	"Forest"	"169"	"NOR"	"Norway"	"7"	"Hordaland"	"144"	"Osterøy"	"Kommuner"	"Municipality"	NA	NA	"Hordaland"	"Osterøy"	407.454499186488	0.944444444444444	0.0555555555555556	0	0	0	7	261	"7-261-64723"	8041	0	0	0	1	0	317014.402750693
64725	2007	NA	NA	NA	NA	NA	NA	NA	6733021.13526258	8042	1	21.3925	202.04	-136.055	67	181	0	58	80	8	0	"Open"	"169"	"NOR"	"Norway"	"7"	"Hordaland"	"153"	"Vaksdal"	"Kommuner"	"Municipality"	NA	NA	"Hordaland"	"Vaksdal"	-27.732604838562	0.2	0.72	0.08	0	0	7	387	"7-387-64725"	8042	0	0	0	3	0	327014.402750693
64726	2007	NA	NA	NA	NA	NA	NA	NA	6733021.13526258	8043	1	7.0425	198.225	-158.435	37	229	0	15	22	1	0	"Open"	"169"	"NOR"	"Norway"	"7"	"Hordaland"	"154"	"Voss"	"Kommuner"	"Municipality"	NA	NA	"Hordaland"	"Voss"	-152.014700083923	0.24	0.64	0.12	0	0	7	409	"7-409-64726"	8043	0	0	1	12	1	332014.402750693
64728	2007	NA	NA	NA	NA	NA	NA	NA	6733021.13526258	8045	1	9.09375	195.661458333333	-161.643229166667	100	155	0	74	79	18	0	"Open"	"169"	"NOR"	"Norway"	"7"	"Hordaland"	"154"	"Voss"	"Kommuner"	"Municipality"	NA	NA	"Hordaland"	"Voss"	60.5060874923711	0.48	0.44	0.08	0	0	7	409	"7-409-64728"	8045	0	0	0	6	0	342014.402750693
64730	2007	NA	NA	NA	NA	NA	NA	NA	6733021.13526258	8047	1	-11.9075	179.685	-186.1075	0	259	0	23	23	0	0	"Open"	"169"	"NOR"	"Norway"	"7"	"Hordaland"	"154"	"Voss"	"Kommuner"	"Municipality"	NA	NA	"Hordaland"	"Voss"	-296.1969401062	0	0.2	0.8	0	0	7	409	"7-409-64730"	8047	0	0	0	2	0	352014.402750693
64732	2007	9	16	1	1	1	101	"2007-9-16-64732"	6733021.13526258	8049	1	12.345	192.9575	-164.7	170	63	26	20	25	29	26	"Forest"	"169"	"NOR"	"Norway"	"7"	"Hordaland"	"154"	"Voss"	"Kommuner"	"Municipality"	NA	NA	"Hordaland"	"Voss"	452.682182493591	0.84	0.16	0	0	0	7	409	"7-409-64732"	8049	3	0.0099009900990099	0	161	0	362014.402750693
64733	2007	NA	NA	NA	NA	NA	NA	NA	6733021.13526258	8050	1	3.09	190.785	-177.355	191	74	5	35	25	36	5	"Forest"	"169"	"NOR"	"Norway"	"7"	"Hordaland"	"154"	"Voss"	"Kommuner"	"Municipality"	NA	NA	"Hordaland"	"Voss"	137.773502510071	0.76	0.24	0	0	0	7	409	"7-409-64733"	8050	0	0	0	7	0	367014.402750693
64735	2007	NA	NA	NA	NA	NA	NA	NA	6733021.13526258	8052	1	-15.3375	183.4625	-194.65	50	222	0	36	27	4	0	"Open"	"169"	"NOR"	"Norway"	"7"	"Hordaland"	"154"	"Voss"	"Kommuner"	"Municipality"	NA	NA	"Hordaland"	"Voss"	-187.23349478302	0.12	0.64	0.24	0	0	7	409	"7-409-64735"	8052	0	0	0	2	0	377014.402750693
64736	2007	6	16	1	1	1	40	"2007-6-16-64736"	6733021.13526258	8053	1	-13.8025	189.0275	-193.085	57	214	0	54	42	43	0	"Open"	"169"	"NOR"	"Norway"	"7"	"Hordaland"	"154"	"Voss"	"Kommuner"	"Municipality"	NA	NA	"Hordaland"	"Voss"	102.688732498169	0.44	0.56	0	0	0	7	409	"7-409-64736"	8053	1	0.025	0	40	0	382014.402750693
64737	2007	6	16	2	2	1	26	"2007-6-16-64737"	6733021.13526258	8054	1	-16.4525	184.73	-193.7275	79	168	1	74	36	39	1	"Open"	"169"	"NOR"	"Norway"	"7"	"Hordaland"	"154"	"Voss"	"Kommuner"	"Municipality"	NA	NA	"Hordaland"	"Voss"	-6.87434756469702	0.32	0.48	0.2	0	0	7	409	"7-409-64737"	8054	1	0.0769230769230769	1	16	5	387014.402750693
64738	2007	6	16	8	8	1	23	"2007-6-16-64738"	6733021.13526258	8055	1	-23.64	172.685	-198.8425	13	249	0	103	86	0	0	"Open"	"169"	"NOR"	"Norway"	"15"	"Sogn og Fjordane"	"342"	"Aurland"	"Kommuner"	"Municipality"	NA	NA	"Sogn og Fjordane"	"Aurland"	-143.49973280334	0.16	0.52	0.28	0.04	0	15	31	"15-31-64738"	8055	1	0.347826086956522	0	8	0	392014.402750693
64739	2007	NA	NA	NA	NA	NA	NA	NA	6733021.13526258	8056	1	-28.4525	163.075	-204.5125	12	236	0	36	33	3	0	"Open"	"169"	"NOR"	"Norway"	"15"	"Sogn og Fjordane"	"342"	"Aurland"	"Kommuner"	"Municipality"	NA	NA	"Sogn og Fjordane"	"Aurland"	-266.30584739532	0.08	0.44	0.48	0	0	15	31	"15-31-64739"	8056	0	0	0	7	0	397014.402750693
64740	2007	NA	NA	NA	NA	NA	NA	NA	6733021.13526258	8057	1	-26.6778846153846	164.334134615385	-202.846153846154	21	211	0	75	66	4	0	"Open"	"169"	"NOR"	"Norway"	"15"	"Sogn og Fjordane"	"342"	"Aurland"	"Kommuner"	"Municipality"	NA	NA	"Sogn og Fjordane"	"Aurland"	-114.09197995911	0.12	0.6	0.2	0.08	0	15	31	"15-31-64740"	8057	0	0	0	3	0	402014.402750693
